rowname,10_WT_B_S18,11_WT_C_S19,12_WT_D_S20,13_TRMB_A_S21,14_TRMB_B_S22,15_TRMB_C_S23,16_TRMB_D_S24,1_WT_A_S9,2_WT_B_S10,3_WT_C_S11,4_WT_D_S12,5_TRMB_A_S13,6_TRMB_B_S14,7_TRMB_C_S15,8_TRMB_D_S16,9_WT_A_S17,aBWT_C_noglu_24_S20_SP,aCWT_D_noglu_24_S21_SP,aFTrmB_C_noglu_24_S48_S1,aGTrmB_D_noglu_24_S42_S1,RWT_A_glu_24_S41_S1,SWT_B_glu_24_S16_SP,TWT_C_glu_24_S17_SP,UWT_D_glu_24_S46_S1,VTrmB_A_glu_24_S25_S1,WTrmB_B_glu_24_S11_S1,XTrmB_C_glu_24_S26_S1,YTrmB_D_glu_24_S18_SP,ZWT_A_noglu_24_S47_S1
HAH_RS02755,13732.232510625392,10688.649364185361,13123.961884864335,14448.837419761463,13644.748421368515,13772.360972664403,14478.32669582182,11146.633256427041,11493.118052392854,10336.218634669216,12572.187730825237,11973.64379972282,11989.960761602542,11268.088792447508,12247.806014540725,13831.64447773314,13668.707142850795,12770.583051589465,13160.7793765901,18606.134780041542,10362.514363724076,11115.835582294807,10951.308981233882,9832.696067109613,11599.632526578866,10720.15278407826,11040.708108937457,10705.31453595757,13351.627078873655
HAH_RS02760,540.5997524412032,400.40287444700687,700.3893254946659,516.0299078486237,575.4491521733127,517.1231323069393,497.5487107426116,416.2838081771353,497.2081725912744,435.50688638551554,570.1429815924394,462.45445172913793,469.56267908752517,455.8860974590808,508.68821198328857,470.58518572195914,691.4864960464195,675.8804400562669,1039.0697978000624,1274.3030110525635,593.0125608000571,677.5285959682953,629.2715397525358,600.1950903164726,662.7326732325733,625.0598391840504,625.6655597324612,632.699024535337,642.5849857070735
HAH_RS02765,1471.979464499258,1246.517369660024,1140.6340443770273,919.2360724041791,873.5506801844057,637.4334120681456,843.4473007451807,1591.8392123071496,1721.9872140896966,1725.0597447737953,1890.7958933776072,1279.3846034865066,998.9715819803232,2016.0990200416427,1388.5533916535703,1450.6928656771506,870.1306347438248,710.8397731626255,492.92175263121,567.3972260821847,2128.763038769436,2366.4200441304283,1821.2025418513704,1284.4174932772514,2137.403408425491,1901.5374625779846,2230.268818412176,2042.1595838394287,770.8517063204622
HAH_RS02770,1576.8533194763043,1765.9874146662723,1632.5741658554236,1657.2143277145765,1592.3904407681175,1629.465543432478,1593.1782347408969,1444.3074789351174,1386.345638462044,1257.0312402491018,1530.061996177029,1418.9934945745483,1446.667371600537,1261.4930368045798,1409.231774254517,1475.1677453128082,1451.6355351976238,1337.6544825433014,1669.2999572675094,1997.1258799229374,1662.4625636104167,1831.8626591616799,1424.3646338993208,1059.3443344085742,1848.4085050158767,1764.4761484436506,1647.3316383687609,1753.4465531267424,1121.2388455570358
HAH_RS02775,106.12235325058263,123.28193765868369,85.047275238638,81.38106073598367,83.01561539549428,84.42826649909213,64.74948975417549,97.7280272018557,88.60103704456671,118.77460537786787,105.46880892728771,58.89750092776757,125.44689220720649,89.51188214949988,98.22231735449678,87.88706778258812,208.41816181363959,229.9956125418331,126.50886921990366,78.64912044703551,751.825041470158,687.3886794855055,499.59058054677666,418.63607549573965,705.4662554410125,703.3805901179554,798.8680988291304,786.1696987023657,150.16591681567445
HAH_RS02780,3123.7426803877383,2646.8737384496876,3116.7324984512634,3090.630738405198,2969.6949689206363,3115.4030338164994,3307.3357792856477,4690.945305689073,3878.6406922686206,4258.917992834977,4522.930516171657,4152.273815407613,3779.5192110868447,4090.484847064355,4049.8612323954094,3281.8588602358855,2793.8971079274484,2941.4905540016844,3603.188586135183,4150.613701687005,3069.8114614635438,3301.7193949057882,3979.0086663406396,4194.6134374492485,3363.6399284066347,3231.484060167181,3653.2764634134446,3036.484909572937,3017.709236674991
HAH_RS02785,1845.2804482866015,1284.4502735550036,1932.7410196388519,1892.10966211162,1894.2654058426422,1905.9681162170048,2400.842922727191,1305.2329786863227,1368.6254310531306,1175.0202032024786,1352.7521145021685,1446.2608561151815,1179.6611423154739,1037.71333143083,1352.3662221019135,1952.4278982081285,1674.029258882149,1624.689006995509,1498.0501464942251,1697.5101829818498,1053.3998052958282,1244.4833982078771,1064.3759602571042,1006.8272640058829,1150.185229610193,1143.9348141211717,1247.5160855641147,1127.215641295763,1686.238107576011
HAH_RS02790,821.5118639868632,1034.7253229130545,585.325364877685,245.99275177013243,328.28902451854555,325.0488260215047,279.4451663074942,353.3244060374783,406.5224052633061,306.83439722615867,376.0192318277214,388.2872283386158,429.28156691089924,332.0266326243077,450.78874070063785,837.7083802568209,975.8587984626973,920.5957718007774,415.0108026848059,355.7936401175416,257.64790747011034,252.8407130484595,266.44830962494757,272.3385222310995,257.8500892577007,265.08561854552494,240.34713575088452,272.8367540747178,978.5812245821452
HAH_RS02795,5781.795504746449,6069.264623196736,5222.903255831651,5250.9279870331275,6082.780546251672,5758.007775238083,5311.1620937832895,6974.398248963202,6742.017736520676,5996.703588184972,7048.067796575705,6996.804971326462,7336.916860742581,6084.726314488097,6391.688061952622,6575.955160289599,5039.1015041414375,5811.222476890317,3956.4877452980845,4187.1293647517,5528.025922899678,4861.725465664389,5587.619471789127,5798.634816320021,5262.024995666279,5465.884714214262,5513.4869934472745,5573.749120418643,5489.189950932966
HAH_RS02800,398.2709492580689,359.30889522744565,318.51038373686,268.1875865163098,326.4023059868298,316.6059993715955,282.8530341892929,220.82775377342395,212.64248890696012,203.6136092192021,207.88055092914678,173.42041939842673,197.95289412513316,238.35140711901713,245.03883382121828,391.59807417051917,599.1262610736112,565.482546036187,268.4456493202834,205.98579164699777,539.7934848308213,529.6273432101435,542.8175669486964,516.918021535062,667.0784612537706,603.9734831633835,543.2608274750152,615.6467274056671,559.3680401383873
HAH_RS02805,24318.249371939393,32991.08947088364,21603.67550424618,22009.877789959217,23359.462141173062,24549.629191273514,24955.81649841195,38107.352760738984,32350.84453782556,28539.840892224824,31990.67684114789,36026.72876194612,34752.24180815419,32802.98230027487,32581.893545181654,26679.843791924406,21676.09646174334,21563.775310288827,18423.239777920484,22281.10856283457,18304.827891704328,17255.850446797507,22473.072455148835,27551.20537711478,15586.168738023767,18717.15330491613,19132.39501255057,17535.641551759127,21615.758034296272
HAH_RS02810,3735.5068344205088,3680.5453695878814,3553.6420300693644,3062.887194972476,3179.120725941088,3111.181620491545,2876.240492238111,4504.886176977849,4380.0183254266985,3580.205962104303,4770.552937131376,4789.239380996803,4922.35190798369,4209.1401327043905,4741.5531303970765,4080.629931981433,3187.0357396867043,3648.0370757301957,3531.4488005409694,3833.2083227400403,2927.0491783079747,3036.201431620916,4083.1786171780527,5048.39095342443,3033.360038795647,2979.95395620637,3244.30482924686,2910.0627067150394,3635.266569579452
HAH_RS02815,102.37685842997384,87.45641731342518,146.7482396274538,53.63751730326196,58.48827448318915,82.31755983661482,61.34162187237678,71.41663526289454,68.7960993522518,98.9788378148899,90.18347430014457,55.62541754289159,54.09177920861197,84.30770295476152,57.89947128265074,72.31214437807883,111.19686184226252,77.27852581405593,84.85350984261831,93.6299052940899,107.28289917607871,127.47679404393082,137.47598954053146,75.77463015245468,177.45301086555244,127.2712202675958,125.8961187266538,138.18240777491096,115.12720289201708
HAH_RS02820,1869.0019154837905,2093.6855566479016,2129.5170682302105,1775.586779694189,1999.921643618726,1777.2150098058892,1719.269346367449,1956.4399291756113,2048.247503442042,2079.9695775100436,1826.597487943606,1973.0662810802135,1735.5404903529118,1877.6678534616024,1619.117357654126,1787.7787079318873,2042.2549325237396,1749.8066202182663,2641.2583427375007,2667.516001828621,1780.7271768753853,1750.8691159845969,1564.675179925224,1574.0116243549494,1789.7403667297147,1616.118572155388,1571.030960352607,1744.0383891931315,1860.8059858742326
HAH_RS02825,3447.103733233631,3058.8672224201605,3543.6364682765834,2855.735404008154,2981.015280110931,2965.5428607806107,2743.3336448479613,4961.576765632674,5679.847657127577,4579.892224034691,6454.9968130425505,5800.31314692348,4841.789683630437,5186.484985476255,5000.03291290891,3505.4702605434827,2347.286761183935,2611.5235152083346,3377.1696917362087,3324.797936993132,2138.0552583831122,2519.2513386471855,2998.252122402003,3118.763738056971,2289.5059891673927,2503.251693310582,2417.205479551753,2273.247610458748,2698.606663441683
HAH_RS02830,1948.9058049901116,2269.6520830496124,2246.2486224793215,2618.990500048929,2416.886439127913,2522.2944616603772,2545.6773077036364,3470.284658235126,3632.642518827235,3180.048660652677,3352.073883732492,3897.0513113872876,3453.8176469158407,3523.2293148378735,3283.7271570303346,2159.3518805823232,1593.8216864057629,1782.3126667908455,2626.6018274010485,2716.2035525815477,1442.8282818326177,1719.1759903935642,2069.934873442744,2226.7237850741135,1497.848271305969,1724.5626888331028,1681.6669434760302,1431.8049486464179,1877.0739601959306
HAH_RS02835,8409.884370540289,8822.561230907339,9098.390856902135,10124.543783381241,10167.526167416334,11585.668870337917,11039.78800308692,10682.425127218226,9781.554489720165,8998.590340770847,10925.95719148192,11016.014062415785,10657.23139301589,10707.078275254713,10697.96123859977,9064.605421424405,8393.843986278767,9427.366827681379,13856.578157299571,13075.416274319654,8031.856735166586,7366.89097071556,9512.062925786358,11271.663796143357,7877.465086423463,8378.06109749706,8415.964785181766,7640.6051345838,9787.689319781648
HAH_RS02840,8891.804704125288,8635.004094982161,7187.328554480976,6948.832845115696,7643.096771980621,7391.694731995515,7604.657178233821,10188.146835793457,9340.634034780733,7870.231589681102,10794.50331368849,10252.527939278058,9924.115151401298,9028.210067032116,9447.953010372543,9490.690825990623,5627.89800209309,6820.136563907158,4648.429548287436,4846.283898022093,5459.601396653518,5287.821931943827,7167.884712383895,7881.311779718181,5674.150559676481,5559.2671480200715,5536.3771968521205,5055.712093824189,6825.040919272404
HAH_RS02845,551.8362369030297,586.9063185973232,523.6244004888692,554.870868654434,615.070241339344,614.2156387808952,628.751624191862,359.9022540222186,400.2682144131014,394.501367862204,469.25977305329457,364.29195018285867,375.1897877022873,442.35523155276104,367.0412911668038,531.7723848111027,540.7934810907849,415.8320674756343,369.49846558740154,374.5196211763596,698.605965500922,690.910137884509,593.1309445640455,493.66046178529876,740.2325596105901,597.1957258710264,646.2667427968228,653.2793831401109,434.8554674453906
HAH_RS02850,7140.161626353906,7747.795620549583,7615.900117938427,5977.808824970436,5522.425142332086,6424.99108058091,6154.60939452847,9069.912678387607,10545.60813858684,8298.66855907984,10222.831798633337,10902.581838406752,9512.096918280382,8826.287914276269,9375.57867126923,7850.873890401574,6140.132726317283,6430.064005036209,6213.591107111732,6906.141814492071,4020.152103771328,4616.631961093738,4854.886620320521,5354.490449485832,3904.6905370456866,4425.122427765638,4357.531721502544,4146.64825373903,6572.887317286084
HAH_RS02855,468.18685257609985,610.0875376442552,516.9540259603486,397.6574558690111,328.28902451854555,388.3700258958238,454.9503622201278,430.3791967158645,529.5214919839988,626.3946450285175,435.63203687357964,473.3613963453912,529.408902892798,503.7645460506738,464.2296893912532,467.2477021352786,774.1246010220899,794.2515153111303,379.526607659711,383.88261170576857,578.6518577607395,518.3586763333319,566.2026579530136,687.9736222752567,493.24694040588247,510.59104935757364,509.6885291479075,460.4120225010863,688.8861433919066
HAH_RS02860,2017.5732100346063,2342.35681551499,1527.5157670312237,1185.5740893583074,1216.9334529566775,1304.4167174109734,1179.1222871023535,2237.4080073809464,2409.9482076122144,1996.5445570660647,2522.080213478619,2498.7810115836205,2576.8402903847277,2201.3677993743286,2659.2400024817443,2161.57686964011,2591.55527736202,2655.0693511829213,1510.392475198606,1290.2200949525588,2008.8089310292535,2038.2201213432918,1913.3256276259533,2071.4233054547262,1929.5298814115579,2150.808314108009,2021.967967428076,2050.979737527189,2738.6509079258626
HAH_RS02865,2231.066414809308,2608.9408345547076,2518.066384516537,3375.4644509811405,3028.1832434038256,3172.3921137033867,3334.5987223400375,1978.992550837578,2022.1883748995226,1883.4258852776193,1898.4385606911787,2071.228782626493,1911.6264950107336,1831.8710765479047,1732.8484619593326,2317.326103685203,1525.766776425799,1305.7617576041673,1984.0293392292208,2424.0782480639873,1799.3116161027376,1993.1454538360454,1509.4013284604741,1304.6740775754324,1830.301054927555,1896.2658735728178,1848.0024215512453,1877.516715001237,1473.5030587538056
HAH_RS02870,21805.02234731089,23075.849869445923,19098.949868786687,19886.571932574916,20187.888289358838,21035.302598248803,21457.640117745577,25635.752981671398,24834.3495010212,19736.380260289046,24143.186043572598,26051.237215920894,25610.73112189877,24362.844482248183,23838.039462371344,22199.8283240702,16747.584186319342,17988.723508938576,16655.97258656195,20903.81265595851,13099.495413570494,14349.238684259926,15754.464945696367,15997.449888522682,11193.301346596927,14480.301913049301,14468.134565423086,13136.736902550152,18076.84792800688
HAH_RS02875,111.1163463447277,80.08057488940138,210.11679764839977,123.92116066615694,171.6913863861359,130.86381307359278,138.01864921284775,42.28616561618756,66.71136906885023,39.59153512595596,73.3696062102871,56.716112004516916,34.526667579965086,41.633433557906926,33.085412161514704,85.66207872480108,72.9159749785328,47.2257657752564,161.2216687009748,109.54698919408519,90.38795442394034,80.2892514972824,52.439294979377976,54.01755812848254,83.29427040627971,56.4813107696431,81.64172547728458,98.19771105706438,76.33434104796784
HAH_RS02880,1766.6250570538168,1397.195293465082,2139.522630022991,2887.1780865652386,2707.441093012143,2927.5501408560194,3096.0479706141277,2017.519946176771,1533.3191234418546,1329.1443935142358,1855.639623735178,1792.0110004504095,1850.6293822861287,1866.218659233178,1854.850919304918,1881.2282483589431,1375.6813945949855,1779.246058623621,2434.524336939122,2940.9153252873634,1218.1255166291774,1206.451647498638,1402.3968211376894,1742.8164935064574,1198.713195846895,1289.2800538350532,1307.0306144167148,1320.6710121806384,1726.2823520601908
HAH_RS02885,4261.124607579277,4178.941579096919,3830.46257300297,4984.589970079,5316.7728223750655,5648.251028789263,5645.133146199562,2834.1127888538153,2874.8430608107647,2263.7874191662677,2804.8589040807674,3041.946853473032,3656.3740967183026,2612.4979557586594,3364.3728491740267,4337.616168155836,7039.429751052521,5829.008804260218,4249.61805202713,3613.178045298929,5294.030938082562,4228.56724552354,4195.852237471581,4236.627093771402,4458.054211744797,5236.947134561308,4716.907914958629,5462.0271737070125,5680.651494872951
HAH_RS02890,2599.3734055025066,2282.2963843479392,2377.9885194176036,2704.0706999092754,2545.183299284586,2444.198315148717,2458.776676717769,2606.707187095651,2623.6330616608757,2190.260282503778,2697.8615616907655,2776.9080992980785,2231.573614585077,2273.185472261718,2506.2199712347388,2646.624484237685,1825.9375400874255,1821.5652513313182,2237.818473213052,2133.825541652309,1748.6267818463225,1727.627490551173,1775.1409989640788,1842.598927271571,2104.8099982665117,1781.0439996027458,1702.2681265403917,1799.3113523030959,2166.769041386169
HAH_RS02895,1137.3819271915386,977.8259670705852,1162.3127615947194,1610.9750886600402,1728.2341750516537,1726.558049906434,1828.3211185850078,1036.4809038812195,1043.4075068424856,1015.2400793012993,1001.1894180778761,1092.875850548576,958.6904698036973,929.4664041802721,978.0874970247785,1198.1566076183215,736.4513472831813,735.3726385004211,932.6172127247776,674.1353181174472,1125.2033204924162,1000.798476996827,817.7695460297592,705.9794749847509,1257.3813341330572,1009.8858365612186,943.0763802796612,1147.2079896546863,727.0533139158905
HAH_RS02900,687.9225487184827,512.0942025822245,762.0902898834817,1072.7503460652392,930.1522361358791,856.946904965785,971.2423463126323,218.9483686349267,193.879916356346,173.9199578747351,197.18081669014657,167.9669470903001,130.05044788453517,159.247883358994,164.3931416775262,647.4718158160289,515.2728898482985,407.8588862408507,823.0790454733976,911.0189785114947,318.4697085778085,293.6896304769014,238.10274477122974,228.07413432025962,428.0601200879244,309.5175830176442,311.30676630590756,348.1020655436055,471.7712553292439
HAH_RS02905,12175.355163525668,11102.750231705557,14389.665451651124,30375.480919705904,24451.8721710365,28929.345515913916,42593.236720661174,14796.399195388653,13613.28875061225,12078.24618021128,14436.9985553367,16116.101364975806,19489.15295997096,15179.549875212864,16931.45967365515,13457.846316024916,11330.534878539176,13338.518884159432,18530.46375853979,21490.872162152453,8743.978656469219,7639.45185079844,10348.257088971035,15992.198181482414,8115.034831582243,9259.169545503493,8333.56005292432,8565.545251306927,13893.475762050213
HAH_RS02910,6464.724060370787,9604.400527853863,6255.143714120219,5175.095634983689,5248.850955233297,6254.023840920249,5732.03377718543,5257.579924945987,5451.569691095105,5672.901390190546,4935.634551104522,5827.580508464113,7666.071091671582,5985.846909788068,6503.351327997734,6482.505619862543,11831.832206516588,10087.300905268077,7303.573010817365,6878.989141956785,8795.508237963242,7651.424809355052,6574.045128698506,5863.9060323919375,7463.890926406195,9033.24430242492,7797.92929325092,8532.616677539289,10353.314273120688
HAH_RS02915,166.0502703803234,183.34236882573472,195.10845495922837,351.41821681447493,266.02731297192486,263.8383328096629,328.8592505935755,143.7729630950377,180.3291695142358,244.6191277425136,148.2677458832885,164.69486370542413,215.21622791511572,247.71892966954618,212.9873407897509,161.31170668956045,302.60129616091115,326.90043062612546,879.3909201871352,1111.386975840847,292.282544211994,312.0012141517202,300.46298744940896,271.5882783682039,288.2706054060811,367.5050620744778,309.01774596542293,333.98981964318904,315.34842531291633
HAH_RS02920,5895.408847638249,5462.338160877062,6640.357843142285,11230.586381565745,9071.342700489466,9449.633727910887,15524.542135534022,7096.558282965521,7484.181717411636,6036.295123310928,8299.93670253873,8898.97611240103,8449.82644573679,6871.598208732537,7403.894890268963,6557.0427532984095,4186.592230017425,5217.527135715665,6025.370594369924,6840.600880786208,3683.0979559661673,3796.8364458056967,4967.560240614049,7159.577183612623,3826.4663526641366,3911.519041833684,4140.837795936667,3807.9543521290357,4750.2485019358355
HAH_RS02925,997.5501205554767,791.3225229202689,1023.9024901279163,1141.1844198659528,1122.5975263708885,1082.7925178508565,1122.8924670526749,1130.450160806081,1013.178917733163,757.8951009825855,1083.730225064449,1195.4011299413567,1209.5842542181101,827.4644919634001,996.6980413656305,1080.2321875556083,715.7918210392637,853.1303921218397,885.5620845393256,912.8915766173765,680.0215262735699,602.169386229618,812.1004330590157,1189.1365226895114,782.2418438154964,630.331428189217,684.4170818048997,620.9388196183232,865.9567869703893
HAH_RS02930,483.16883185853504,593.2284692464865,546.9707113386914,499.3837817889907,558.4686853878707,620.5477587683271,582.7454077875793,450.1127406700854,484.69979089086496,441.1628199749378,446.3317711125799,462.45445172913793,583.50068210141,463.17194833171453,542.8075432748507,529.5473957533158,1023.8618153235648,861.7168949900681,747.482282159065,595.4861976704117,930.9114558428248,852.8972242386753,729.898294983234,696.9765486300039,860.4660281970461,957.9230306531471,880.509824306415,959.6327212283178,947.922349898945
HAH_RS02935,1104.9209720795957,1221.228767063371,1053.919175506259,1215.1672023532105,1211.2732973615302,1431.0591171596116,1117.7806652299769,847.6026974622484,1137.2203695955563,1244.3053896729016,840.693404492873,969.6273763849142,1299.3535899260194,1581.0296393615154,1369.9428473127182,999.0200869463813,2171.680788110635,1833.831684000216,2335.014311760051,2320.1490531875475,1237.5547030941364,1162.0812716711926,1089.1783295041075,1117.8633557144303,1074.8582372427747,1256.1443515168626,985.8047599687072,1194.2488093227412,2054.1446037744136
HAH_RS02940,674.1890677095838,718.6177904548913,740.4115726657897,429.10013842609567,460.3593217386501,477.0197057198705,308.4120433027832,733.8998965831663,723.4014083403447,924.7451418705427,643.5125878027264,659.8701492833218,729.6635748565955,828.5053278023478,661.7082432302941,668.6092118650058,704.2467916676626,696.7333755933931,465.1515130463531,391.3730041292958,956.2538729710324,895.8590167065194,1052.3290951942743,1098.357015279145,795.2792078790881,882.6146162936229,901.874014150938,736.7768380509082,622.5628634649837
HAH_RS02945,4361.004469462178,4739.505603322728,4540.857460290417,5578.301799539244,4571.519002347332,5046.699629983232,5455.996478759735,3589.6256145296998,3630.557788543834,3088.139739824565,3165.5928012813456,3904.686172618665,4432.073228348185,2936.197901671386,3897.875120278451,4338.72866268473,6108.535803826586,5365.337649375883,4833.564478853148,6718.882003903891,3242.9846451729622,3107.3348912807887,2916.0499843262214,2651.361811473018,3119.5515012160586,3300.7678013779428,3136.720873244083,3130.5665489090466,5412.2299185649335
HAH_RS02950,2644.319343349812,2945.0685107352215,3251.807582653806,5585.700077787969,4918.675212183036,6625.508213516255,6212.543148519048,3101.9251710896697,3222.9930181388268,3098.037623606054,2272.929259056186,3077.9397707066682,2698.8345158339375,2198.2452918574854,2870.1595050114006,2934.760567221107,4708.549084238755,3862.6996474359066,8314.101173488547,11053.010319967312,2659.264303986581,2694.6199669175653,2093.3199644470615,1806.5872218525826,2831.280895809977,2810.510023897441,2651.448561061345,2785.992544840545,3959.374673373283
HAH_RS02955,2315.9642974097737,2375.021260535667,2703.169277682984,4170.779362719163,3543.257402562233,4386.048444627836,4068.9942508676595,2073.9015003316877,2667.4123976123087,2159.1526477619554,2228.6017886374707,2683.1083755983004,2499.7307327894723,2198.2452918574854,2749.1909667958626,2186.0517492757676,3556.4766795779374,2830.4793383481597,5915.06103157452,7404.252910656629,2063.717501473703,2341.0655436576026,1714.1980345285854,1316.6779793817618,2185.931374662193,2374.474304755796,2162.361214977799,2312.056286684893,2776.818078449847
HAH_RS02960,1008.7866050173031,1072.6582268080342,1110.6173589986845,1742.294527574923,1737.6677677102325,2220.463408926123,1974.8594375023524,1289.2582050090964,1374.8796219033352,1273.9990410173687,1357.3377148903114,1531.3350241219568,1765.463602255548,1596.6421769457306,1599.4728941832266,1023.4949665820388,1643.0399695162725,1847.9380815694485,3225.9761651075432,3888.4499668635535,892.8978301505134,1047.9860195434755,1070.045073227848,1312.9267600672838,845.9800681263887,1173.3050957213861,1079.6545939285766,1059.0064527770835,1675.6013551349008
HAH_RS02965,1158.606397841655,1145.3629592734117,1132.2960762163766,1562.8862800433226,1484.8474844603181,1779.3257164683666,1646.0001869087769,1367.2526882567313,1420.7436881381698,1172.1922364077675,1507.1339942363143,1643.6765536693651,1546.7947075824359,1366.6174565382948,1528.1324742099605,1162.5567826937288,1293.650922744136,1428.4260842931449,1952.402121924245,2278.951894858148,785.6149309744347,874.7302663124977,936.8209184153741,1012.8292149090476,884.3678623136307,938.3428429196707,940.0243531590149,896.7156249222945,1337.7280422996332
HAH_RS02970,1389.5785784458644,1381.3899168421738,1384.10271466803,1770.0380710076447,1584.8435666412545,1737.1115832188204,1611.9215080907898,1417.9960869961562,1544.7851400005632,1808.4847652177739,1363.4518487411685,1555.3303022777138,1310.862479119341,1653.8881480878526,1334.7895968911089,1228.1939598984466,2186.263983106342,1861.4311575052361,3188.1777834503773,4333.19201701048,2150.726466947216,2403.747503159867,1797.1088117257102,1357.1911479781238,1775.97870466259,2357.1533694531054,2556.8357203213145,2206.8024526776203,1689.9922554964028
HAH_RS02975,2454.5476057722994,2346.5715826144324,3016.6768805234537,3281.1364033098866,3226.2886892339825,3526.9908329995737,2830.2342758338286,2744.8419947751972,3123.9683296772523,2808.171027148162,2904.2135791571977,3195.734772562203,3537.8325380270894,3472.2283587294373,3240.3025535683464,2738.961530135847,3437.9882202378217,3497.1599539027534,5852.577992508592,7053.1407658037915,2958.3048260994306,3289.0421446693754,3606.9731276355933,3945.532474967912,2800.860379661597,3431.0513582199196,3383.17206323626,3048.8331247358014,3428.7884339579
HAH_RS02980,9110.291901994135,10888.850801408866,9541.970763048757,11191.745420759935,9524.155148101254,11199.40955110457,11552.672119297626,15960.678288687683,13694.593231664912,11702.126596514698,12420.86291801652,14499.692172847075,15813.213751624009,16381.715269197426,14420.070106770174,10406.27382326999,6694.901769278953,8879.670609015093,6228.247622448184,6810.639311092099,8928.133554267528,7366.18667903576,9517.732038757104,10666.96724264951,4048.101541745194,7318.471707458556,7269.165594598974,5514.360085587723,6887.610051278934
HAH_RS02985,11412.52271839501,14122.630858455876,12688.719946878364,16525.904038091227,15080.541224004222,18217.509203841604,19056.797195018386,22515.973651766006,17624.30981587687,17114.855041591818,17758.501769814906,18296.399593764832,19206.034285815247,22427.93065764446,18386.18388963175,14076.393274089714,7359.652407833244,10338.149453347038,8297.130471520024,8672.938127391548,10069.387072274476,8491.644783357315,11495.543826425264,14185.61095962983,5794.384028262936,7936.753789350249,8232.843157942996,6324.638204369967,7992.580922514273
HAH_RS02990,865.2093035606325,966.2353575471192,1028.9052710243068,617.7562337686032,560.3554039195864,561.4479722189626,736.0994624685213,907.7430218941597,740.0792506075572,743.7552670090298,782.609132909729,698.0444554402083,767.6429091945571,922.1805533076383,769.2358327552168,1032.394922813187,723.0834185371169,874.5966492924107,323.9861284899972,254.6733423999245,956.2538729710324,737.3933887513567,856.7446977036212,1005.3267762800916,739.5082616070573,731.2447034309794,738.5905631963689,648.5753011733054,837.174986247385
HAH_RS02995,896.4217603990392,1127.4501991007826,1347.4156547611667,1770.0380710076447,1633.8982484658648,1753.9972365186388,1738.012619717342,1015.8076673577501,1005.8823617412575,1032.207880069566,833.05073717930145,961.9925151535369,828.6400219191621,946.1197776034348,913.9845109618437,991.2326252441267,1109.5380859233408,952.4884967399115,2740.7683679165716,2919.380447069723,1090.5686837505325,1169.8284801490006,927.6086098379159,949.808730425818,1175.5356597338432,1192.8852834548622,1224.6258821592687,1174.2564609638177,961.0618676203164
HAH_RS03000,5001.484083786283,4448.686673461219,5049.473518090115,4647.968309761976,4341.339341478008,4339.612898053335,4919.2572873764375,4664.633913750113,4816.769319799327,3920.9759608669956,5469.092729591817,5110.994247176274,4773.887237389839,4068.627294446454,4789.113410379254,4857.15111314911,3528.5255558361664,3946.724711217856,3748.210948411658,4165.59448653406,2736.1363026088106,3210.1614765316945,3156.9872855828226,3154.7754434759595,3274.551273972092,2676.461046337488,2900.1887713940064,2845.3815796714644,3857.3869882026374
HAH_RS03005,6519.657984406383,5389.633428411685,6258.478901384478,3815.662006780325,3767.776907836411,3803.4934057841,4012.7644308179806,6372.055312074841,7789.594703929965,6227.1828819539305,8818.10954639888,7998.06248709851,7639.600646526942,7637.653386198025,7934.295403983245,6713.904481872396,5095.611384749801,5770.743249082954,2853.3921173440467,3157.200406516711,3780.243888290963,4429.994665946546,4728.0402176001335,4959.862177602751,4110.391170049021,4144.9751263482085,4175.173101043937,3874.399509910163,5671.891816392037
HAH_RS03010,2079.99812371142,2304.4239116200106,1897.7215533641186,1834.7730056839953,1828.23025723259,1969.2893160913238,1840.2486561713033,1727.1549422789499,1693.8433552637755,1715.1618609923064,1812.840686779177,1725.4786382912646,1741.2949349495725,1617.458893724684,1678.0507480668239,1944.6404365058736,2121.2472387504836,2356.381715695261,1823.5790660722698,1684.4019962406771,1784.95091306342,1745.9390742259918,1605.0676098417719,1616.0252806771025,1886.7962992031187,1724.5626888331028,1687.007990937161,1758.1506350935479,1910.8612914794573
HAH_RS03015,5056.418007821879,5733.136947016222,5124.515231535972,4246.611714768602,4269.644037272808,5067.806696608005,4331.40007776616,6354.201153259118,7306.979643322502,6959.626281784115,7005.268859619704,7393.81775535808,6856.996181381066,7407.628665790589,6513.690519298208,4812.651331993369,5423.733272153198,5275.179369259485,8974.415759172922,11866.654196972953,5051.588480889376,4995.540884826527,4637.334410068236,4698.777313315085,4736.908943104951,5305.477791628476,5312.81621026479,5093.344749558632,5174.467216940116
HAH_RS03020,97.38286533582877,96.93964328717009,123.40192877763161,85.08019986034655,122.63670456152565,65.43190653679639,83.49276310406839,71.41663526289454,92.77049761136985,166.85004088795725,79.48374006114436,82.89277908352473,69.05333515993017,114.49194228424405,103.39191300473345,112.36194741824556,692.0941291712405,383.9393425365001,363.3273012352111,167.5975304764209,679.1767790359629,880.3645997509035,303.2975439347807,134.29365145831076,819.9053399992056,688.3189072460506,785.8969835663843,967.8648646702273,325.3594864339613
