rowname,10_WT_B_S18,11_WT_C_S19,12_WT_D_S20,13_TRMB_A_S21,14_TRMB_B_S22,15_TRMB_C_S23,16_TRMB_D_S24,1_WT_A_S9,2_WT_B_S10,3_WT_C_S11,4_WT_D_S12,5_TRMB_A_S13,6_TRMB_B_S14,7_TRMB_C_S15,8_TRMB_D_S16,9_WT_A_S17,aBWT_C_noglu_24_S20_SP,aCWT_D_noglu_24_S21_SP,aFTrmB_C_noglu_24_S48_S1,aGTrmB_D_noglu_24_S42_S1,RWT_A_glu_24_S41_S1,SWT_B_glu_24_S16_SP,TWT_C_glu_24_S17_SP,UWT_D_glu_24_S46_S1,VTrmB_A_glu_24_S25_S1,WTrmB_B_glu_24_S11_S1,XTrmB_C_glu_24_S26_S1,YTrmB_D_glu_24_S18_SP,ZWT_A_noglu_24_S47_S1
HAH_RS00060,5809.262466764247,4978.693636216072,6862.147796215596,6630.706880420487,6011.085242046473,5418.184002579237,6202.3195448736515,6322.251605904665,6061.353298990064,5251.534337778587,6496.267216535837,6613.971215295973,6281.551721714982,5471.674005347917,5802.354157825642,6401.293519253317,5541.614098368493,5863.968137366577,9926.317860498295,12491.165665284532,4088.5766300174882,4772.280422329698,4522.534872410679,5286.218257962333,3622.214315667868,4271.493262472209,4719.959942079275,4662.921249595932,6093.607766116056
HAH_RS00065,8820.64030253372,11821.368022160446,7790.997449312093,12147.972884407744,12725.91649642293,14160.730998560226,13694.517083008115,15315.109493613887,14228.284184215714,14957.11637722722,14093.078526225981,13668.582993088577,14273.324377557567,15504.290656964538,12379.113744056736,9641.990081920141,11137.307544846064,11865.933642258255,9565.304745895155,9692.567796044186,14494.173102859517,14274.583766201049,17572.12429194102,17900.0683248259,13120.658333997888,13044.923535356771,13687.578629317833,12271.773830903794,9995.41883804333
HAH_RS00070,1648.0177210678714,1385.6046839416158,1342.4128738647762,1435.2659802528028,1299.9490683521717,1336.077317348133,1266.0229180882206,2149.076905871577,2098.28103024368,2467.4010283854695,2557.2364831210484,1921.803641383823,1872.49627175344,2342.9214734712123,2045.0920392336277,1501.8676140062526,1762.7436951060306,1806.2322104951961,2655.914858073953,2468.08430355221,2579.8580636515308,2891.8216372617676,3183.9155721938546,3280.8164124424184,2605.299918707723,2372.21505232501,2791.8418086110682,2370.269301024111,1617.4120623688268
HAH_RS00075,237.2146719718906,248.67125886708848,273.4853556693457,181.2578170937818,132.07029722010455,147.74946637341122,146.53831891734453,134.3760374025516,184.49863008103893,270.07082889491386,162.02454704771733,166.87625262867476,177.23689357715412,226.90221289059272,212.9873407897509,186.89908085411142,397.9996967578249,367.992980066933,202.87702807826014,214.41248312346588,392.80746548721737,379.61321541258957,332.3517479098415,205.5668184333919,336.07427363925035,439.80113985962095,344.8790646330152,361.03829095232055,466.1400334486561
HAH_RS00080,61.17641540327705,94.832259737449,121.73433514550145,99.87675635779813,116.9765489663783,113.97815977377437,93.71636674946451,150.350811079778,189.71045578954286,343.5979655574035,174.25281474943188,172.3297249368014,130.05044788453517,222.73886953480203,144.74867820662683,74.53713343586587,74.13124122817501,129.41086465687144,204.41981916630775,117.97368067055326,139.38329420514165,219.03471241802478,204.08806694676835,222.82242727999048,133.27083265004754,156.6415018678102,211.35287810474605,151.7066434294767,100.73630253051495
HAH_RS00085,3676.827415564304,4448.686673461219,2983.3250078808505,2028.9778097130472,1999.921643618726,2256.345422188237,2286.679348686934,2298.4880243821062,2240.0426895149867,2676.670571194094,2489.9810107616186,2094.1333663206246,2971.595189715662,2015.0581842026952,2446.2526616919936,3330.8086195072,6884.4833042231385,6212.948146796719,1343.7710376894645,948.4709406291306,7038.43398374085,6122.407572507683,5049.053739568488,3893.0154045652207,8267.861710327677,5925.266041807359,5478.3886815598435,6261.133097818093,5141.931268296719
HAH_RS00090,4760.523916993783,3685.813828462184,5217.900474935261,6040.694190084606,5160.175184242656,5631.365375489445,6106.899244183288,6454.748258168719,5276.452347289373,4582.720190829402,6328.128535637263,5448.0188358185,5653.166371759617,5591.3701268269,5531.46734575324,5174.2120538837635,4217.581519383301,4838.494366246724,7973.91573857405,8613.01498800333,3232.8476783216793,3396.798771678886,4478.5992468874165,6207.517721598118,3072.472130986422,3391.890982752967,3914.9877890088524,3052.3611862109055,4457.42496414527
HAH_RS00095,86.14638087400238,63.22150649163266,115.06396061698082,135.01857803924563,99.9960821809363,149.86017303588852,141.42651709464644,62.01970957040842,82.346846194362,94.73688762282319,111.58294277814497,78.53000123702343,87.46755786924489,105.12441973371499,99.25623648454412,74.53713343586587,204.16472993989186,189.51638473447048,376.44102548361576,402.60859276458655,104.74865746325797,130.99825244293444,119.76001150695781,120.03901806329453,107.9204025263972,123.50579954961958,117.50304414487687,116.42602867843561,196.4670745005074
HAH_RS00100,1491.9554368758381,1252.8395203091873,1520.8453925027031,1459.3103845611615,1550.8826330703705,1466.9411304217256,1409.1533691237664,2242.106470227189,2203.5599095554594,2003.6144740528428,2632.13462279405,2309.0001752608136,2033.6207204599436,1995.2823032626893,1870.3597062556282,1648.7168918201974,927.8557816018299,1368.3205642155458,1126.2374942747522,894.1655955585585,1134.4955401060922,1360.6915253749964,1850.2567458264311,2456.2984071201645,1137.8721635501342,1154.477992131505,1444.3718348457917,1144.8559486712836,1149.394954959975
HAH_RS00105,895.1732621255029,879.8326320085546,782.1014134690436,810.1114682354737,801.8553759792061,745.079451854488,739.50733035032,992.3153531265348,908.9424035630844,934.6430256520317,1054.688089272877,1015.4365437731778,914.9566908690748,926.3438966634291,950.1716805135004,1015.7075048797841,718.2223535385481,792.4115504107957,742.0825133508984,823.0068675350502,797.4413923009316,798.6667648940196,891.4680146494256,997.8243376511358,628.6906670665286,746.3063863028842,718.752386912169,737.3648482967589,688.8861433919066
HAH_RS00110,4605.710131075286,5127.264176471409,5673.153536506794,6225.65114630275,5692.229810186505,6864.018066376189,6175.056601819262,6864.454218361115,7158.963793200991,7085.470804148761,6474.867748057836,7373.094560587199,6861.599737058395,6489.611455838742,6391.688061952622,4635.764701899299,6686.394905531458,6948.934106930585,9708.784317083582,9042.776253303202,5160.560874540669,5913.937235286669,5895.168850451964,6579.638677594331,4789.058399359317,5424.465086316523,5733.232946133798,5091.580718821081,5966.592428142798
HAH_RS00115,1163.6003909358,1410.893286538269,1282.3795031080906,1655.364758152395,1362.2107798987925,1713.89380993157,1755.0519591263355,1693.3260097859998,1390.515099028847,1490.3385008127707,1490.3201261464567,1415.7214111896722,1476.5904835031736,1251.084678415103,1315.1451334202095,1388.3931720591136,1435.8370739522752,1485.4649962035196,1662.357397371295,1482.161400805443,1349.0613384582498,1262.0906902028953,1433.576942476779,1586.7657700241746,1576.7967536910517,1233.5518272090053,1364.25612292883,1299.5026433300136,1370.2639909430293
HAH_RS00120,204.75371685994767,113.7987116849388,183.43529953431727,73.98278248725788,98.10936364922051,73.87473318670561,81.78882916316904,280.96807820533513,183.45626493933813,192.3017420403575,262.9077555868621,193.05291970768258,121.99422544920998,159.247883358994,162.3253034174315,220.27391672091704,70.48544247924838,138.61068915854477,151.19352662866535,65.54093370586293,92.07744889915418,125.36391900452865,127.55504184173022,160.55218665965643,107.9204025263972,75.30841435952414,91.56081361938458,113.48597744918219,114.50151157195177
HAH_RS00125,258.4391426220071,217.06050562127214,203.44642311987914,264.4884473919469,316.9687133282509,272.2811594595721,245.3664874895071,236.80252745065036,207.4306631984562,213.51149300069108,236.92268672071876,243.22486494244754,233.6304506244304,190.47295852742417,247.10667208131295,239.18632371210688,299.5631305368056,353.2732608642557,207.50540134240296,207.85838975287956,331.14091714191227,346.5115064619556,438.64761611128336,507.91509518031495,348.38733969930905,373.5297352232397,423.46876298965367,376.32655734443836,302.83459891161016
HAH_RS00130,202.25672031287513,189.664519474898,170.094550477276,85.08019986034655,81.12889686377851,82.31755983661482,54.52588610877935,223.64683148116978,219.9390448988656,251.68904472929145,287.3642909902911,211.59472555531312,225.57422818910524,215.45301866216832,159.22354602728953,198.02402614304663,198.6960318165019,245.32865337795533,54.76908362569,67.41353181174472,197.67085360001906,204.94887882201033,281.3297311731494,416.3853439070529,224.53238109518878,160.40692258578642,171.67652553634608,170.52297129669861,156.42283001632754
HAH_RS00135,5312.360153896813,5140.962169544596,5701.502628253006,7148.586357831292,7090.288242187898,6728.932839977642,6936.715073401274,8135.858264554487,7655.1296006505645,7448.864537269143,7760.364390200575,8310.001103123353,6339.09616768159,6667.594384298794,6240.735868965711,5763.83415419733,4550.564471785268,4726.2565073263095,6794.451951761655,6876.180244797962,3926.3851603969597,4115.176285075623,4813.076912161287,6083.727484220346,4302.33014098523,3805.334177586755,4348.375640140606,3669.7719443541246,4692.059209169761
HAH_RS00140,2329.697778418673,2261.2225488507283,2217.899530733109,2095.562313951579,2245.195052741777,2112.8173691397806,1910.1099477481769,3558.6157597444953,3981.834841296998,4256.090026040266,3315.3890806273484,4193.720204949376,3239.7523079200573,3751.172363567414,3074.875492760773,2473.075337730296,1871.5100244490086,2204.2779506009288,2520.9206378697877,1949.3746282229517,2256.3198716480806,2919.289012773996,2906.837675748763,3081.2515449121915,2191.7257586904557,2394.8075766328675,2777.3446797879988,2271.483579721196,1829.521419870967
