rowname,10_WT_B_S18,11_WT_C_S19,12_WT_D_S20,13_TRMB_A_S21,16_TRMB_D_S24,1_WT_A_S9,2_WT_B_S10,3_WT_C_S11,4_WT_D_S12,5_TRMB_A_S13,7_TRMB_C_S15,9_WT_A_S17,aBWT_C_noglu_24_S20_SP,aCWT_D_noglu_24_S21_SP,RWT_A_glu_24_S41_S1,SWT_B_glu_24_S16_SP,TWT_C_glu_24_S17_SP,UWT_D_glu_24_S46_S1,ZWT_A_noglu_24_S47_S1
HAH_RS01900,806.2269921551862,878.7043839125744,699.4609417852471,950.7264779293259,1009.4224316045446,866.0643763303995,746.4360107194127,822.5290024528185,879.9142221308425,769.3512406944785,746.5272070498849,755.1838353215315,1129.4695367072354,1207.8654081317986,759.6877712247584,617.6731343042311,935.0349499481171,1210.9423825817444,1139.4902452455651
HAH_RS01905,269.56291798776454,169.0618885912554,260.6481811369553,704.7856515923961,575.1163097713288,84.2907574824239,105.8993238348478,117.50414320754551,97.76824690342694,120.51376078011411,94.60124386858045,214.04193006932945,698.1957199825927,589.0843836949866,107.09254924754305,97.63667257499617,128.97033792387822,109.00706077128991,644.1671142499318
HAH_RS01910,183.40125470400417,164.88752097171823,252.3998209743934,587.3213763269968,671.8172822107558,59.281411855770656,61.68892650573658,67.145224690026,57.15682126661883,65.63695899631215,89.45987191920108,232.70199576768124,652.609057853145,583.6298986607737,94.54264113259659,76.86291245265656,82.70923845118277,71.9298292164294,636.1381856926461
HAH_RS01915,416.03774557015714,249.41846526734594,372.8258793477968,345.05130859211056,317.2470499328569,146.3509855189338,132.63119198733366,148.27903785714076,192.5282400559792,134.50196515637737,131.61912190411195,385.275474124793,478.06012785749687,731.5070484772107,119.6424573624895,146.80123819786658,178.03514039491884,191.31851482308025,573.1419770124035
HAH_RS01920,551.4346450160663,485.27023577119604,626.8753723547026,803.8961338475767,1038.2630725075317,243.60955184480756,283.7690619263883,443.4382547237134,263.22220320153406,251.78767877273842,272.49271331710673,512.6029812429582,1205.6472484235492,1067.2609050276455,599.8856078944403,699.3832574521002,478.031361217853,331.470450100453,1124.0499980200154
HAH_RS01925,445.5788872674464,332.90581765808935,447.0611208108537,385.4296532145916,410.55500579546185,267.69262541121435,314.6135251792566,274.1763341509395,246.67680757172334,280.8401032465159,288.94510355512074,387.47077597165793,686.7990544502308,551.509042348187,512.0362510898152,492.3381148994487,427.5647072476398,387.0862974327438,582.4061253477332
HAH_RS01930,141.55130396617773,118.96947715680935,258.9985091044429,189.04406800525206,171.34733712951095,87.99584572340957,119.26525791109073,99.31897818733013,133.86729191392305,112.98165073135698,132.6473962939878,133.91341265875997,253.12593971877502,175.75562888019147,180.7186768552289,170.3448330031848,144.3907044147767,106.78242687799829,230.36848860520095
HAH_RS01935,2736.248249711418,2706.0338093649707,3136.0265338060253,3224.7614318954165,3981.704952900616,3460.552417080612,3114.2626397646018,2961.3841805996885,2427.6607769558627,3108.6094186941937,2205.648566283751,2650.8269800893877,3428.5968517358247,3074.51139761797,2631.2974014337724,2678.43013844032,2342.493855117397,1988.822700602718,3204.1601042460657
HAH_RS01940,169.86156475941326,196.19527811824702,136.92277869852714,56.89675833167781,71.25334811326198,145.4247134586874,134.68748953752487,195.8402386792425,178.99109817704317,110.82961928885494,126.47774995473256,147.08522373994947,427.07504521271994,360.6020661507377,543.8293516476795,563.6613579861481,391.1165682691524,321.08882526509205,353.8904664095982
HAH_RS01945,978.5503187227068,1574.7801844703974,747.301430728106,620.3582037453903,765.1252380733607,874.4008248726172,720.7322913420224,833.7198732344896,735.518042088858,646.6854484718624,670.4349021990702,1007.643547710997,2196.557325237332,1919.9787320429193,3673.776435515324,2843.9277607482927,2491.7910397792775,1993.2719683893013,1719.4259310372104
HAH_RS01950,1870.9389741616535,1935.8629835603626,1738.7543222680436,853.4513749751671,961.9201995290367,2020.1993633974344,1959.6515653322322,1975.1886929649315,2044.1084237193418,2303.7496591984313,1866.3180176247122,1959.3068983269388,1316.614781238652,1436.3477256760475,952.9563561949338,1032.4558780802786,1103.9580555984141,1105.6430449659406,1259.9241736048523
HAH_RS01955,345.8775340390951,283.8569981285276,303.53965398227706,289.98992956145463,288.4064090298699,189.8857723505154,283.7690619263883,309.1478053436614,204.5612550594779,211.97509708645072,255.01204868921687,265.631523470655,498.45416091540767,386.0563296437309,345.5408034315256,457.7151813622161,286.6786315807945,202.44168428953841,444.0615102068083
HAH_RS01960,18.46321356080579,13.566694763495803,11.547704227586626,7.341517204087459,5.089524865232998,13.894080903696247,9.253338975860487,23.780600411050877,9.024761252624025,11.836172933761208,10.282743898758746,8.78120738745967,681.4006339349014,389.0865991071825,1526.0688267774883,1733.9165115446128,1036.6691836381299,356.68296755775816,353.2728565205763
HAH_RS01965,2170.043033846707,2257.289290264725,2151.1723303961376,2259.3519195579156,2392.076686659509,2884.411195607341,3219.133814824354,2834.088025458181,2924.0226458501843,3332.4206887144055,3060.1445842706025,2325.92230675338,1509.158446285398,1812.1011391440431,1494.275726219624,1687.521780604721,1871.4717513954067,2108.9529308404663,1681.134117917847
HAH_RS01970,1139.7957171537441,1180.3024444241348,1420.3676199931551,1668.359784628875,1906.8753161739633,1544.0955244307763,1601.85579159896,1570.9184859770667,1696.6551154933168,1734.5373426566425,1634.9562799026405,1152.5334696040816,1057.4905965028445,1221.1985937709856,1038.2957313765696,911.9680693707089,1224.5172845272568,1367.4082997432558,1282.158129609644
HAH_RS01975,2380.5236684398933,2296.945782650328,2566.8896825892557,2393.3346085325115,2512.52877513669,2742.6915703896393,3076.2211350860644,3390.8338468463135,3382.7813428585723,3095.6972300391812,3102.3038342555133,2211.766610716404,1867.8534983039465,2076.3406363570207,1996.272050817482,2331.508344397249,2437.1188313115467,2404.0876940171556,2033.7893645494014
