rowname,10_WT_B_S18,11_WT_C_S19,12_WT_D_S20,13_TRMB_A_S21,16_TRMB_D_S24,1_WT_A_S9,2_WT_B_S10,3_WT_C_S11,4_WT_D_S12,5_TRMB_A_S13,7_TRMB_C_S15,9_WT_A_S17,aBWT_C_noglu_24_S20_SP,aCWT_D_noglu_24_S21_SP,RWT_A_glu_24_S41_S1,SWT_B_glu_24_S16_SP,TWT_C_glu_24_S17_SP,UWT_D_glu_24_S46_S1,ZWT_A_noglu_24_S47_S1
HAH_RS00055,596.9772384660539,545.798566254485,542.7420986965715,324.86213628087006,264.6552929921159,867.9169204508922,908.8835171845191,800.1472608894766,1003.2526259167041,933.9816460458844,780.4602619157888,688.2271289921516,395.8841711241505,559.9937968458514,384.0271883173614,482.6436935090236,676.3933483507744,968.4572882129567,440.97346076169833
HAH_RS00060,5727.288846561956,4930.971750578283,6788.400413788424,6579.834794163385,6175.290169816038,6231.95842133789,5978.685127180971,5195.361760390762,6392.539220608684,6524.959333666178,5405.6384675774725,6315.883413430367,5470.399455533716,5794.481268012106,4049.4370184227214,4692.099952965773,4473.308133859733,5224.923470710944,6014.902709185126
HAH_RS00065,8696.173587139527,11708.057580896879,7707.267735897817,12054.771249111607,13634.837113959202,15096.382037896097,14034.230780055073,14797.128891064482,13868.049791532252,13484.62901871777,15317.175311591027,9513.34055338912,10994.183291719022,11725.324661879533,14355.421562416746,14034.75233865264,17380.85581249135,17692.513353348342,9866.317977126233
HAH_RS00070,1624.7627933509095,1372.3233549228448,1327.9859861724622,1424.254337592967,1260.5056582893726,2118.3842017835545,2069.6634842674625,2441.008689251987,2516.4042626066657,1895.9397008442952,2314.6456516105936,1481.8287466338193,1740.0908794411523,1784.828713972979,2555.161292203097,2843.235302077548,3149.259392891222,3242.7746717881005,1596.521563121835
HAH_RS00075,233.8673717702067,246.28768955269305,270.54621333202954,179.86717150014275,145.89971280334595,132.45690461523756,181.98233319192292,267.18203991239517,159.43744879635778,164.6304053514059,224.16381699294064,184.40535513665307,392.8850486156342,363.63233561418923,389.04715156334,373.2352235313683,328.7341765559722,203.18322892063563,460.1193673213799
HAH_RS00080,60.313164298632245,93.92327143958633,120.4260583734034,99.1104822551807,93.30795586260497,148.20352963942665,187.12307706740097,339.92269999325663,171.47046379985647,170.010483957661,220.05071943343714,73.54261186997473,73.17858920779751,127.87737135765656,138.04898926441095,215.3546466015873,201.86661588085286,220.23875543587147,99.43519213253983
HAH_RS00085,3624.9442624382036,4406.045022421483,2951.2632661646394,2013.4110932209855,2276.7141230475613,2265.6614593627346,2209.491717680465,2648.0397987129004,2450.2226800874228,2065.9501848019563,1990.7392187996932,3286.3668647567815,6796.011604297917,6139.3259329528955,6971.055627582255,6019.543224783274,4994.095965802349,3847.8750907634244,5075.518067982684
HAH_RS00090,4693.348887156832,3650.4844832852555,5161.823789731222,5994.348797137411,6080.285705665022,6362.562781832635,5204.4890995339765,4533.701525424464,6227.085264310577,5374.698527648839,5523.890022413198,5105.174444884366,4163.3818663223155,4781.159159433899,3201.8998903933375,3339.7281690014647,4429.850737385383,6135.540277698318,4399.8528493926315
HAH_RS00095,84.93078237970663,62.61551429305756,113.8273702433539,133.98268897459613,140.81018793811296,61.13395597626349,81.22375323255316,93.72354279649463,109.80126190692565,77.47313193007336,103.85571337746333,73.54261186997473,201.5410325722948,187.27065284130748,103.74590708355733,128.79731275850557,118.4564516800838,118.64714097555365,193.92950515290374
HAH_RS00100,1470.9026803441946,1240.8307749074238,1504.5008936512863,1448.1142685062512,1403.0123545158965,2210.0851357479496,2173.506510552119,1982.182987203476,2590.106479503095,2277.925281888407,1971.2020053920514,1626.718668526904,915.9320141008754,1352.1062345920936,1123.6351065582055,1337.830151878671,1830.1171321698155,2427.8171222122664,1134.5493661333892
HAH_RS00105,882.5416082065168,871.3992405783843,773.696183248304,803.8961338475767,736.2845971703738,978.1432956202159,896.5457318833717,924.6456983355664,1037.847544051763,1001.7706364846986,915.1642069895283,1002.1552930938348,708.9925610132514,783.0216293558875,789.8075507006299,785.2481326244373,881.7645929795588,986.2543593592897,679.9884878132071
HAH_RS00110,4540.71965505417,5078.118209166968,5612.1842546071,6177.886727239596,6148.146037201462,6766.417400100073,7061.325787356648,7009.681685869173,6371.481444352562,7273.866275656887,6411.290820876077,4573.911397943056,6600.468816742655,6866.590604181274,5111.159244947191,5814.575458242857,5831.001310808386,6503.346414722534,5889.527901713663
HAH_RS00115,1147.1810025780665,1397.3695606400677,1268.5977930020165,1642.664474414569,1747.4035370633294,1669.1422525640426,1371.5504659775434,1474.3972254851544,1466.5237035514042,1396.6684061838225,1235.985816630801,1369.8683524437085,1417.3852975247994,1467.862528095944,1336.1468839712988,1240.8859379744194,1417.9727914130742,1568.3668947705999,1352.5656569581504
HAH_RS00120,201.86446826480997,112.70792572750359,181.46392357636128,73.4151720408746,81.43239784372797,276.95534601367854,180.9541844168273,190.244803288407,258.70982257522206,190.45478266143033,157.3259816510088,217.33488283962683,69.57964219757797,136.9681797480113,91.19599896861087,123.25764339254835,126.16663492553305,158.690551054803,113.02260969102352
HAH_RS00125,254.7923471391199,214.97993240616427,201.25998796650978,262.45924004612664,244.29719353118392,233.42055918209695,204.60160624402633,211.22768600404015,233.13966569278733,239.9515058389772,188.17421334728505,235.99494853797862,295.71347933970634,349.0870421896217,327.97093207060055,340.6896660063696,433.8730389939164,502.0257152528114,298.92318628664145
HAH_RS00130,199.40270645670253,187.84654287917266,168.2665473162623,84.42744784700578,54.28826522915198,220.45275033864712,216.93939154517366,248.99687489217976,282.77585258221944,208.74704992269767,212.85279870430603,195.38186437097764,196.14261205696548,242.42155707612616,195.7785665931646,201.50547318669422,278.26752258575897,411.55727025895175,154.4024722554966
HAH_RS00135,5237.398246748576,5091.684903930463,5640.228679159811,7093.740998449507,6906.485242121179,8019.663497613475,7550.724604302158,7369.188409730354,7636.452146595363,8198.163780211513,6587.125741544852,5686.929434303569,4492.085693255702,4670.251297071571,3888.7981945514066,4046.0360131610114,4760.687691190114,6013.185413567278,4631.456557775877
HAH_RS00140,2296.8237669642403,2239.5482278816917,2194.063803241459,2079.484748057773,1901.7857913087303,3507.7922921531795,3927.528320865229,4210.565131603714,3262.451192823585,4137.280448210167,3705.900901112652,2440.0780027903556,1847.4594652460357,2178.157690328994,2234.7203050014646,2870.2411902365893,2875.197424802981,3045.5237999162428,1805.8913155002883
HAH_RS00145,2758.404105984385,3191.3040451361667,2487.705425028662,2380.4869534253585,2329.3058799883024,2977.0384016319827,3020.7011012309013,3243.9536678368813,3301.558491584956,3179.626456296761,2767.086383155978,2756.2014687389037,4114.196257182649,3723.595116689298,3619.393500350556,4025.2622530386716,3468.8815347025725,3300.615153013683,3084.9613956648222
HAH_RS00150,745.9138278565539,919.4044682030618,821.5366721911629,598.3336521331279,603.9569506743157,1272.6978107785762,1036.3739652963745,1316.3261756940515,1325.1357772602944,1030.8230609584762,1257.5795788181945,884.7066442865618,1702.9017603355503,1686.0419294644576,2135.1577006228895,2009.5150625009849,2793.189112101384,3761.1143689250507,1485.3517830978774
HAH_RS00155,37213.222372256096,42019.18445826116,30114.76295351341,80718.14627964058,89492.50872196862,102751.35964313499,98553.20083678968,95141.98566807143,89284.97132596036,101624.30479355248,84111.81681745667,44764.39995942253,43628.8349558882,65358.063895508996,80163.79307503195,75315.959782213,93547.65331703564,103455.1161182651,35093.82911400731
HAH_RS00160,20329.229011351228,24322.996527138206,17158.238810161216,41852.15420120158,46044.93145576293,61020.02451285318,58391.65338400497,56802.06237006658,50696.59633661546,60604.43346802114,49648.17236637685,25418.302433925448,26716.783130364827,37586.85637076067,48460.215195054225,44411.52930687911,58017.02614475678,62852.58138716845,23103.55072853447
HAH_RS00165,974.8576760105457,931.9275710616732,941.9627305645663,893.8297195976481,895.7563762810076,1049.46624425919,899.6301782086585,779.1643781738435,1254.4418141147396,1029.7470452372252,818.5064143411961,1010.9365004812945,906.9346465753266,1175.1384979265217,696.1015701090298,722.9268522574184,888.7738504754217,1322.174077246326,914.680245641562
HAH_RS00170,11567.818736296855,12673.38009291485,12751.96481132066,22035.563888068507,23752.8125460424,9684.174389876285,8310.526549097814,9902.521782931128,7261.924554611465,8244.432456225306,8545.988454258393,12244.296050889077,11321.087645147298,11443.509601778536,12052.095093053575,10492.133779122993,11159.438859163398,11957.407176442517,10083.716658061972
HAH_RS00175,4480.4064907555385,4251.593420498608,4378.229574287844,3878.1564630592,3659.3683781025256,6268.083031687501,5775.11166971204,4851.242483854378,6120.2922561545265,6210.762743060881,4620.0368337123045,5039.315389478418,2560.65079777121,3456.325350012869,2336.792891003029,2587.718052572771,3067.9520059392116,4088.1355512389205,3369.0619446149362
HAH_RS00180,259.7158707553348,98.09763905912351,452.01013690839085,148.66572338277103,125.54161334241395,381.6240888215236,287.8816570267707,193.04252098382477,261.7180763260967,187.22673549767728,158.35425604088468,264.53387254722253,50.3852581430737,87.27176054740542,61.07621949273939,107.33109396542132,168.22217990071073,174.2629883078444,129.69807669461716
HAH_RS19060,6203.639756430745,6919.01432938286,4449.165471685876,7554.421203005995,10499.689796975676,12302.745504192904,14100.032301661193,16822.676502546932,13698.083454607833,13484.62901871777,15889.92414675189,6793.361565123487,16959.437961157924,17831.923684627152,35208.34888621177,37457.16687659055,25712.05927207405,17007.326114214517,11220.73646375145
HAH_RS00190,1534.908487354988,1734.4497459176944,1050.841084710383,1378.3698550674203,1667.6676475080124,2658.4008129072154,3002.1944232791807,3870.6424316104576,2749.543928299453,2848.213614151447,3202.0464500734734,1654.1599416127153,2849.7662075921803,2995.7243915682293,7002.848728140119,6817.94807215186,5402.73567781116,3573.5035772574565,2422.265984744231
HAH_RS00195,1800.7787626305915,2113.2736073906926,1591.933511374442,1416.9128203888795,1331.7590064026347,2639.875371702287,3100.896705688359,4146.217624609106,2827.7585258221948,3002.0838622903425,3269.912559805281,1763.9250339559612,2586.44325134445,2550.2747804408473,3709.752838778171,5100.6505687051185,3988.968440895603,3289.491983547225,2019.5843371018957
HAH_RS00200,1515.2143928901285,1885.7705721259167,1789.8941552759272,1982.2096451036139,1957.7705648262934,1499.6344655389485,1693.3610325824693,1896.8525974932347,1537.217666696959,1747.4495313116547,1898.1945237108644,1510.367670643063,3048.308117655959,2443.0032414346615,2332.609588298047,2141.082209942469,2017.9652330589424,1753.7530525449024,2526.6420559889466
HAH_RS00205,429.57743551474806,450.83170291001437,419.0166962581433,469.85710106159735,459.75374615938085,434.42159625556934,372.1898565846107,442.0393958760045,436.1967938768279,369.07339238909947,445.24281081625367,381.98252135449565,483.4585483728262,539.994018387071,598.2122868124475,640.5242704388046,703.7294525846398,734.8707294173354,414.4162355337529
HAH_RS00210,19426.993308679852,19910.68995328742,17884.09450446666,23105.590020564254,24134.526910934877,31433.96863652239,33360.34330552725,29188.588716293387,33107.33665525124,37418.44670650418,27007.626850089844,21237.350066571213,14271.624369025625,19755.53874002621,10255.78491153424,12401.242334366003,15365.694282430752,20595.66058409392,16062.180383794803
HAH_RS00215,12414.664798285814,15372.10875894563,13835.799336681292,10032.183259385512,9866.892205398373,15555.812979778319,18421.34160338804,20123.983383139876,14337.337376668702,18775.398320109027,16557.27422578133,12750.31312659144,13955.516856628008,15054.378694427436,8904.578137825005,10385.495143828315,11708.263721089466,13368.566609420508,11720.382863970237
HAH_RS19780,497.2758852377026,597.9781614986996,559.2388190216952,440.49103224524754,452.96771300573687,591.8878464974601,526.4121728489522,516.1789148045749,409.1225101189558,477.7509802354524,399.9987376617152,547.7278107927968,262.1233072443239,322.4206709112478,366.45731695643633,371.15784751913435,339.9489885493529,424.1635289876043,218.01629082476123
